RowIndex,AngleIndex,LidarValue
0,308,[0.3169882  1.79708854]
0,309,[0.31569181 1.8032057 ]
0,310,[0.31475725 1.80788783]
0,311,[0.31356256 1.8142524 ]
0,312,[0.31242783 1.82075128]
0,313,[0.31161689 1.82571022]
0,314,[0.31059011 1.83243044]
0,315,[0.30986152 1.83754845]
0,316,[0.30916903 1.84273013]
0,317,[0.30830264 1.84973316]
0,318,[0.3076961  1.85505217]
0,319,[0.3071271  1.86042497]
0,320,[0.30659602 1.8658484 ]
0,321,[0.3059475  1.87315274]
0,322,[0.30550624 1.87868146]
0,323,[0.305104   1.88424962]
0,324,[0.30474105 1.8898537 ]
0,325,[0.30441766 1.8954901 ]
0,326,[0.30413404 1.90115519]
0,327,[0.30389039 1.90684527]
0,328,[0.30368689 1.91255658]
0,329,[0.30352367 1.91828536]
0,330,[0.30340085 1.92402777]
0,331,[0.30331852 1.92977997]
0,332,[0.30327674 1.9355381 ]
0,333,[0.30327142 1.93937823]
0,334,[0.30328414 1.94321813]
0,335,[0.30333703 1.94897502]
0,336,[0.30347058 1.95663934]
0,337,[0.30361794 1.96237393]
0,338,[0.30380562 1.96809256]
0,339,[0.30403352 1.97379143]
0,340,[0.30430145 1.97946678]
0,341,[0.30460924 1.9851149 ]
0,342,[0.30495667 1.99073211]
0,343,[0.30534349 1.9963148 ]
0,344,[0.30576946 2.00185944]
0,345,[0.30623426 2.00736254]
0,346,[0.30691385 2.01462952]
0,347,[0.307468  2.0200226]
0,348,[0.30805983 2.02536313]
0,349,[0.30868895 2.03064798]
0,350,[0.30958506 2.03760263]
0,351,[0.31029952 2.04274599]
0,352,[0.31130775 2.04950168]
0,353,[0.31210501 2.05448839]
0,354,[0.31322183 2.0610258 ]
0,355,[0.31409911 2.06584207]
0,356,[0.31532065 2.07214374]
0,357,[0.31660021 2.07830361]
0,358,[0.31759711 2.08282761]
0,359,[0.31897481 2.08872822]
0,360,[0.3204066  2.09447495]
0,361,[0.32227013 2.10143635]
0,362,[0.32381812 2.10682383]
0,363,[0.32541524 2.11204666]
0,364,[0.32747832 2.11833978]
0,365,[0.32961258 2.12436734]
0,366,[0.33181484 2.13012583]
0,367,[0.33408191 2.13561248]
0,368,[0.33688344 2.14183484]
0,369,[0.33976809 2.14766063]
0,370,[0.3427303  2.15308894]
0,371,[0.34627683 2.15892007]
0,372,[0.34585876 2.16919972]
0,373,[0.34486785 2.17530321]
0,374,[0.34393942 2.18150576]
0,375,[0.34328473 2.18621923]
0,376,[0.34246806 2.19258115]
0,377,[0.34171652 2.19902572]
0,378,[0.34119612 2.20390954]
0,379,[0.34056053 2.21048321]
0,380,[0.34012795 2.21545618]
0,381,[0.33961052 2.2221382 ]
0,382,[0.33926727 2.22718439]
0,383,[0.33886981 2.23395308]
0,384,[0.3386171  2.23905592]
0,385,[0.33840349 2.24417782]
0,386,[0.33817973 2.2510312 ]
0,387,[0.33805784 2.25618522]
0,388,[0.33795671 2.26306974]
0,389,[0.33792697 2.2682383 ]
0,390,[0.33792585 2.2699615 ]
0,391,[0.33794884 2.27513043]
0,392,[0.33804098 2.2820163 ]
0,393,[0.33815615 2.28717198]
0,394,[0.33831071 2.29231658]
0,395,[0.33857789 2.29915327]
0,396,[0.33882394 2.30425958]
0,397,[0.33921258 2.31103374]
0,398,[0.33954924 2.31608464]
0,399,[0.34005796 2.32277374]
0,400,[0.34048405 2.32775261]
0,401,[0.34111107 2.33433491]
0,402,[0.34162511 2.33922578]
0,403,[0.34236826 2.34568047]
0,404,[0.34296848 2.35046812]
0,405,[0.3438252  2.35677549]
0,406,[0.34474556 2.3629903 ]
0,407,[0.34572854 2.36910678]
0,408,[0.34677307 2.37511938]
0,409,[0.3475962 2.3795575]
0,410,[0.34874575 2.38537586]
0,411,[0.3502646  2.39248281]
0,412,[0.35154368 2.39803014]
0,413,[0.35287824 2.40345012]
0,414,[0.35426694 2.40873889]
0,415,[0.35607681 2.41515997]
0,416,[0.35796634 2.42136422]
0,417,[0.35953339 2.42616769]
0,418,[0.36155907 2.43196795]
0,419,[0.36408405 2.4386232 ]
0,420,[0.36626315 2.44391073]
0,421,[0.36896347 2.44994108]
0,422,[0.37175197 2.4556244 ]
0,423,[0.37462329 2.46095787]
0,424,[0.37807071 2.46673585]
0,425,[0.38212884 2.4727523 ]
0,426,[0.38682984 2.47877438]
0,427,[0.39220064 2.48454615]
0,428,[0.39881759 2.49021428]
0,429,[0.39937311 2.50071631]
0,430,[0.39896075 2.50645932]
0,431,[0.39861516 2.51223541]
0,432,[0.39833669 2.51803879]
0,433,[0.39812564 2.52386362]
0,434,[0.39798223 2.52970402]
0,435,[0.39790661 2.53555405]
0,436,[0.39789425 2.53848081]
0,437,[0.39790753 2.54287104]
0,438,[0.39798463 2.54872092]
0,439,[0.39812951 2.55456104]
0,440,[0.39834203 2.56038547]
0,441,[0.39862195 2.56618832]
0,442,[0.398969   2.57196375]
0,443,[0.39938281 2.57770598]
0,444,[0.39986294 2.58340933]
0,445,[0.40040889 2.58906822]
0,446,[0.40118304 2.59607098]
0,447,[0.40187494 2.60160999]
0,448,[0.4026306  2.60708721]
0,449,[0.40344926 2.6124976 ]
0,450,[0.4045599  2.61915921]
0,451,[0.40551718 2.62440169]
0,452,[0.40679819 2.6308389 ]
0,453,[0.40788931 2.63589075]
0,454,[0.40933434 2.6420765 ]
0,455,[0.41086749 2.64811187]
0,456,[0.41248649 2.65398984]
0,457,[0.41418897 2.65970392]
0,458,[0.41597246 2.66524808]
0,459,[0.41783444 2.67061684]
0,460,[0.42016871 2.67682082]
0,461,[0.4226076  2.68275736]
0,462,[0.42514635 2.68841982]
0,463,[0.4277801  2.69380253]
0,464,[0.43096632 2.69972258]
0,465,[0.43474766 2.70600689]
0,466,[0.4381698  2.71107977]
0,467,[0.44271173 2.71701393]
0,468,[0.44792634 2.7228298 ]
0,469,[0.4543853  2.72873243]
0,470,[0.46271001 2.73448032]
0,471,[0.47384915 2.74518215]
0,472,[0.47378054 2.7513252 ]
0,473,[0.47377913 2.75255428]
0,474,[0.4738337  2.75869807]
0,475,[0.47395121 2.76360688]
0,476,[0.47419024 2.76972759]
0,477,[0.47453132 2.77582302]
0,478,[0.47497392 2.78188437]
0,479,[0.47551739 2.78790296]
0,480,[0.47602426 2.79268129]
0,481,[0.47674717 2.7986015 ]
0,482,[0.47756834 2.80445549]
0,483,[0.47848657 2.81023527]
0,484,[0.47950052 2.81593308]
0,485,[0.48084154 2.82265175]
0,486,[0.48206076 2.82814328]
0,487,[0.48337059 2.83352989]
0,488,[0.4850594  2.83984617]
0,489,[0.48656195 2.84497945]
0,490,[0.48847619 2.85097437]
0,491,[0.49050815 2.85678049]
0,492,[0.49265392 2.86238919]
0,493,[0.4952957  2.86867273]
0,494,[0.49808011 2.87466571]
0,495,[0.50100016 2.88035832]
0,496,[0.5040487  2.88574211]
0,497,[0.50768066 2.89150781]
0,498,[0.51194185 2.89749045]
0,499,[0.51687513 2.90350187]
0,500,[0.52251734 2.90933251]
0,501,[0.5288958  2.91475457]
0,502,[0.5382569  2.92076589]
0,503,[0.54839358 2.92635391]
0,504,[0.54921128 2.93254317]
0,505,[0.55016782 2.93865613]
0,506,[0.55126132 2.94468137]
0,507,[0.55227564 2.94962742]
0,508,[0.55361447 2.95546347]
0,509,[0.55534086 2.96212247]
0,510,[0.55695832 2.96769069]
0,511,[0.55869964 2.97312039]
0,512,[0.56088337 2.97926839]
0,513,[0.56322573 2.98520315]
0,514,[0.56572088 2.99091283]
0,515,[0.56836269 2.99638664]
0,516,[0.57155328 3.0023412 ]
0,517,[0.57491716 3.00796222]
0,518,[0.5691666  3.01934017]
0,519,[0.56102917 3.02494448]
0,520,[0.55424245 3.03095131]
0,521,[0.54873072 3.03686526]
0,522,[0.54440044 3.04226462]
0,523,[0.5402487  3.04816034]
0,524,[0.53672081 3.053809  ]
0,525,[0.53335714 3.05983173]
0,526,[0.53055691 3.06539937]
0,527,[0.52789725 3.07123544]
0,528,[0.52538477 3.07732968]
0,529,[0.52335316 3.08275009]
0,530,[0.52143813 3.08834377]
0,531,[0.51964333 3.09410214]
0,532,[0.51797221 3.10001596]
0,533,[0.51642802 3.1060754 ]
0,534,[0.5150138  3.11227002]
0,535,[0.51393659 3.11752755]
0,536,[0.51276775 3.12394109]
0,537,[0.51189849 3.12936468]
0,538,[0.51112579 3.13485247]
0,539,[0.51032755 3.14151222]
0,540,[0.50977096 3.14711517]
0,541,[0.50931396 3.15275825]
0,542,[0.50895721 3.15843364]
0,543,[0.50870122 3.16413339]
0,544,[0.50854636 3.16984952]
0,545,[0.50849286 3.17557396]
0,546,[0.50849433 3.17671913]
0,547,[0.50856254 3.18244286]
0,548,[0.50873208 3.18815711]
0,549,[0.50906894 3.19499036]
0,550,[0.50946034 3.20065549]
0,551,[0.50995178 3.20628561]
0,552,[0.51054256 3.21187292]
0,553,[0.51123182 3.21740979]
0,554,[0.51218755 3.22397691]
0,555,[0.51308985 3.22937668]
0,556,[0.51408704 3.23470271]
0,557,[0.51540694 3.24098697]
0,558,[0.51685883 3.24714382]
0,559,[0.5181675  3.25216937]
0,560,[0.51985374 3.25806492]
0,561,[0.52166326 3.26380386]
0,562,[0.52392552 3.27028919]
0,563,[0.52598996 3.27565828]
0,564,[0.52853931 3.28168991]
0,565,[0.53123423 3.28746074]
0,566,[0.53406808 3.29296078]
0,567,[0.53746805 3.29890376]
0,568,[0.54148603 3.30513933]
0,569,[0.54569351 3.31088575]
0,570,[0.5500747  3.31613314]
0,571,[0.55615885 3.32234172]
0,572,[0.56302198 3.32804254]
0,573,[0.57178674 3.33359464]
0,574,[0.58771164 3.33948434]
0,575,[1.87798086 3.34535249]
0,576,[1.89583201 3.3511385 ]
0,577,[1.94342013 3.35699247]
0,578,[1.96891564 3.36273478]
0,579,[2.03264743 3.36851883]
0,580,[0. 0.]
0,581,[0. 0.]
0,582,[0. 0.]
0,583,[0. 0.]
0,584,[0. 0.]
0,585,[0. 0.]
0,586,[0. 0.]
0,587,[1.40520444 3.42081127]
0,588,[1.38096107 3.42660579]
0,589,[1.36744095 3.43242267]
0,590,[1.35793382 3.43805792]
0,591,[1.35024243 3.44392568]
0,592,[1.34418719 3.44973497]
0,593,[1.33785539 3.45568708]
0,594,[0.99811662 3.46146208]
0,595,[0.98288582 3.46728664]
0,596,[0.97271393 3.47307348]
0,597,[0.96466747 3.47901919]
0,598,[0.95852541 3.48459044]
0,599,[0.95326068 3.49027841]
0,600,[0.94845675 3.49642888]
0,601,[0.94477765 3.50196668]
0,602,[0.94147274 3.50778328]
0,603,[0.93855959 3.51385071]
0,604,[0.93626445 3.51955887]
0,605,[0.93431634 3.52542524]
0,606,[0.93286705 3.53081929]
0,607,[0.93160123 3.53691549]
0,608,[0.93077666 3.54247286]
0,609,[0.93021395 3.54870082]
0,610,[0.93002771 3.5543312 ]
0,611,[0.93002578 3.55495733]
0,612,[0.93017742 3.56058903]
0,613,[0.93070184 3.56682122]
0,614,[0.93149224 3.57238487]
0,615,[0.93272057 3.57849071]
0,616,[0.93413669 3.58389581]
0,617,[0.93604873 3.58977698]
0,618,[0.93830876 3.59550248]
0,619,[0.94118458 3.60159178]
0,620,[0.94445372 3.60743295]
0,621,[0.94809876 3.61299784]
0,622,[0.95248131 3.6187233 ]
0,623,[0.95767667 3.62448556]
0,624,[0.96420236 3.63052338]
0,625,[0.97172456 3.63619712]
0,626,[0.9818256  3.64211852]
0,627,[0.99587073 3.64779649]
0,628,[1.0228459  3.65367402]
0,629,[1.03141392 3.65954425]
0,630,[1.04270426 3.66536393]
0,631,[1.06031994 3.67106336]
0,632,[1.07867907 3.67710766]
0,633,[1.08651512 3.68268934]
0,634,[1.09751178 3.68869218]
0,635,[1.11315557 3.69439777]
0,636,[1.16267353 3.70591498]
0,637,[1.16265867 3.70741744]
0,638,[1.16281289 3.71192232]
0,639,[1.16348131 3.7179012 ]
0,640,[1.1646746  3.72381465]
0,641,[1.16638536 3.72962633]
0,642,[1.16860297 3.73530094]
0,643,[1.17156143 3.74125447]
0,644,[1.17507741 3.7469665 ]
0,645,[1.17945856 3.75280415]
0,646,[1.18479715 3.75864946]
0,647,[1.19117192 3.76436523]
0,648,[1.19910195 3.77009422]
0,649,[1.20923661 3.7757658 ]
0,650,[1.22448566 3.78168993]
0,651,[1.63837759 3.78737374]
0,652,[0. 0.]
0,653,[0. 0.]
0,654,[0. 0.]
0,655,[0. 0.]
0,656,[0. 0.]
0,657,[0. 0.]
0,658,[0. 0.]
0,659,[0. 0.]
0,660,[0. 0.]
0,661,[0. 0.]
0,662,[0. 0.]
0,663,[0. 0.]
0,664,[0. 0.]
0,665,[0. 0.]
0,666,[0. 0.]
0,667,[0.99707891 3.88611739]
0,668,[0.98367886 3.89182905]
0,669,[0.974156   3.89757179]
0,670,[0.96624287 3.90369571]
0,671,[0.96022535 3.90940233]
0,672,[0.95508745 3.91520514]
0,673,[0.95076187 3.92096242]
0,674,[0.94717208 3.92655138]
0,675,[0.94396082 3.93241148]
0,676,[0.94114519 3.93851433]
0,677,[0.93894164 3.94424731]
0,678,[0.9370875  3.95013126]
0,679,[0.93572448 3.95553477]
0,680,[0.934556   3.96163427]
0,681,[0.93382002 3.96718808]
0,682,[0.93335641 3.9734048 ]
0,683,[0.93325485 3.97777064]
0,684,[0.93326763 3.97964244]
0,685,[0.93350856 3.98525073]
0,686,[0.93413162 3.9914499 ]
0,687,[0.79025519 4.00259125]
0,688,[0.77397902 4.00824996]
0,689,[0.76384135 4.01399532]
0,690,[0.75575306 4.02007309]
0,691,[0.7495459  4.02582637]
0,692,[0.74458455 4.03124737]
0,693,[0.73991737 4.03715593]
0,694,[0.70450541 4.04325979]
0,695,[0.6857288  4.04893772]
0,696,[0.6753962 4.0547274]
0,697,[0.66760766 4.06060668]
0,698,[0.66166426 4.06613194]
0,699,[0.65601586 4.07237261]
0,700,[0.65155992 4.07810471]
0,701,[0.64776242 4.08366297]
0,702,[0.64418119 4.08958518]
0,703,[0.61483804 4.09566368]
0,704,[0.59952645 4.10142712]
0,705,[0.59026054 4.10726499]
0,706,[0.58345121 4.11289398]
0,707,[0.57791624 4.11844237]
0,708,[0.57262001 4.12470186]
0,709,[0.56848439 4.13034238]
0,710,[0.56497106 4.13573919]
0,711,[0.56121538 4.1422292 ]
0,712,[0.55844737 4.14757346]
0,713,[0.55582058 4.15316746]
0,714,[0.55334143 4.1590012 ]
0,715,[0.53203052 4.16538675]
0,716,[0.51779603 4.17108262]
0,717,[0.50899156 4.17699921]
0,718,[0.50261096 4.1826252 ]
0,719,[0.49696714 4.18868207]
0,720,[0.49251724 4.19427575]
0,721,[0.48870294 4.19972568]
0,722,[0.4850335  4.20561922]
0,723,[0.4815203  4.21194824]
0,724,[0.47858317 4.21783521]
0,725,[0.47617316 4.22313378]
0,726,[0.47386715 4.22865898]
0,727,[0.4716695  4.23440378]
0,728,[0.46958443 4.24036035]
0,729,[0.46761601 4.24652001]
0,730,[0.46598898 4.25271578]
0,731,[0.45049912 4.25838747]
0,732,[0.4421423  4.26406061]
0,733,[0.43565063 4.26994409]
0,734,[0.43040412 4.27577434]
0,735,[0.42583    4.28174678]
0,736,[0.42189617 4.28763219]
0,737,[0.41856601 4.29322479]
0,738,[0.41534885 4.29922692]
0,739,[0.41268732 4.3046935 ]
0,740,[0.41011973 4.31045258]
0,741,[0.40765102 4.31649869]
0,742,[0.4056728 4.3217517]
0,743,[0.40339788 4.32830633]
0,744,[0.40158771 4.33397191]
0,745,[0.39985815 4.33981655]
0,746,[0.39821172 4.34583419]
0,747,[0.39695606 4.35076844]
0,748,[0.39270165 4.35746924]
0,749,[0.38857742 4.36301236]
0,750,[0.38506603 4.36836272]
0,751,[0.38165429 4.37417996]
0,752,[0.37835064 4.3804623 ]
0,753,[0.37561136 4.38621462]
0,754,[0.37296294 4.39230245]
0,755,[0.3708291  4.39762858]
0,756,[0.36876496 4.40318111]
0,757,[0.36677347 4.40895604]
0,758,[0.36485751 4.41494875]
0,759,[0.36301993 4.42115398]
0,760,[0.36160815 4.42626722]
0,761,[0.35991855 4.4328396 ]
0,762,[0.35862861 4.43823772]
0,763,[0.35739495 4.4437562 ]
0,764,[0.35621883 4.44939082]
0,765,[0.35510147 4.45513706]
0,766,[0.35404403 4.46099014]
0,767,[0.35304762 4.46694504]
0,768,[0.35211331 4.47299646]
0,769,[0.3512421  4.47913887]
0,770,[0.35043494 4.48536648]
0,771,[0.34987213 4.4900895 ]
0,772,[0.3474811  4.49667815]
0,773,[0.34526761 4.50213855]
0,774,[0.34312107 4.50785335]
0,775,[0.34104458 4.51381921]
0,776,[0.33904121 4.52003209]
0,777,[0.3374932  4.52517703]
0,778,[0.33562901 4.53182193]
0,779,[0.33419614 4.53730496]
0,780,[0.33281683 4.54293274]
0,781,[0.33149251 4.54870142]
0,782,[0.33022456 4.55460683]
0,783,[0.32901432 4.56064445]
0,784,[0.3278631  4.56680945]
0,785,[0.32703916 4.57151371]
0,786,[0.32599418 4.57788904]
0,787,[0.32501153 4.58437681]
0,788,[0.32431611 4.58931282]
0,789,[0.32344516 4.59598271]
0,790,[0.32283468 4.60104797]
0,791,[0.32226128 4.60616393]
0,792,[0.32155508 4.61305898]
0,793,[0.32106961 4.61828168]
0,794,[0.32062238 4.62354498]
0,795,[0.32008606 4.63062036]
0,796,[0.31972916 4.63596591]
0,797,[0.31941139 4.6413412 ]
0,798,[0.31913297 4.64674285]
0,799,[0.31882326 4.65398012]
0,800,[0.31863733 4.65942988]
0,801,[0.31849126 4.66489443]
0,802,[0.31838516 4.67037022]
0,803,[0.31831911 4.6758537 ]
0,804,[0.31741327 4.68185427]
0,805,[0.31609882 4.6879248 ]
0,806,[0.31484152 4.69414006]
0,807,[0.31364277 4.70049521]
0,808,[0.31278291 4.70535025]
0,809,[0.31168976 4.71193743]
0,810,[0.31091055 4.71695998]
0,811,[0.30992679 4.72376134]
0,812,[0.30923097 4.72893731]
0,813,[0.30857166 4.73417437]
0,814,[0.30775013 4.74124705]
0,815,[0.30717767 4.74661506]
0,816,[0.30664309 4.75203398]
0,817,[0.30614676 4.75750057]
0,818,[0.30568901 4.76301149]
0,819,[0.30513922 4.77042241]
0,820,[0.30477267 4.77602335]
0,821,[0.30444564 4.78165694]
0,822,[0.30415837 4.78731955]
0,823,[0.30391105 4.79300749]
0,824,[0.30370386 4.79871702]
0,825,[0.30353695 4.80444435]
0,826,[0.30341042 4.81018567]
0,827,[0.30332438 4.81593714]
0,828,[0.30327888 4.82169488]
0,829,[0.30327108 4.82553496]
0,830,[0.30328133 4.82937496]
0,831,[0.3033305 4.8351323]
0,832,[0.3034202 4.840883 ]
0,833,[0.30355038 4.84662322]
0,834,[0.30372094 4.85234909]
0,835,[0.30393177 4.85805682]
0,836,[0.3041827  4.86374263]
0,837,[0.30457938 4.87128314]
0,838,[0.30492319 4.87690334]
0,839,[0.30530642 4.88248934]
0,840,[0.3057288  4.88803761]
0,841,[0.30619006 4.89354466]
0,842,[0.30668986 4.89900707]
0,843,[0.30722788 4.90442153]
0,844,[0.30800404 4.9115606 ]
0,845,[0.30862976 4.91685067]
0,846,[0.30929239 4.92208233]
0,847,[0.31023255 4.92896193]
0,848,[0.31097956 4.93404604]
0,849,[0.31203051 4.94071895]
0,850,[0.31285926 4.94564087]
0,851,[0.31401732 4.95208848]
0,852,[0.31492495 4.95683497]
0,853,[0.31618617 4.96304057]
0,854,[0.31750445 4.96910111]
0,855,[0.31887838 4.97501215]
0,856,[0.3203065  4.98076958]
0,857,[0.32178732 4.98636966]
0,858,[0.32331932 4.99180902]
0,859,[0.32530393 4.99837762]
0,860,[0.32694539 5.0034448 ]
0,861,[0.3290618  5.00954043]
0,862,[0.33124702 5.01536782]
0,863,[0.33349788 5.02092401]
0,864,[0.33628101 5.02723039]
0,865,[0.33914847 5.03314056]
0,866,[0.34209467 5.03865334]
0,867,[0.345624  5.0445828]
0,868,[0.34924415 5.04997353]
0,869,[0.35401804 5.05611941]
0,870,[0.35945935 5.06192675]
0,871,[0.36614589 5.06750778]
0,872,[0.37641171 5.07314395]
0,873,[0. 0.]
0,874,[0. 0.]
